instance_id,message_family_id,variant,romanized_message,source_register,domain,intent,speaker_role,recipient_role,authority_relation,relative_age,familiarity,setting,changed_cue_from_A,comparison_ids,primary_register,secondary_register,acceptable_registers,answerability,gold_confidence,reason_codes,english_token_ratio,code_mix_level,spelling_noise_level,authoring_source,human_revision_status,split,dataset_version
F005-A,F005,A,Agamikaler shift er shomoy ta confirm kora dorkar.,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,STAFF_MEMBER,EQUAL,SIMILAR,MEDIUM,INFORMAL,NONE,F005-B|F005-C,,,,ANSWERABLE,,,0.250,MODERATE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F005-B,F005,B,Agamikaler shift er shomoy ta confirm kora dorkar.,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,STAFF_MEMBER,EQUAL,OLDER,MEDIUM,INFORMAL,AGE,F005-A,,,,ANSWERABLE,,,0.250,MODERATE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F005-C,F005,C,Agamikaler shift er shomoy ta confirm kora dorkar.,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,STAFF_MEMBER,EQUAL,SIMILAR,MEDIUM,FORMAL,SETTING,F005-A,,,,ANSWERABLE,,,0.250,MODERATE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F006-A,F006,A,Ei prostab ta onumodon kora dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,PROPOSAL_AUTHOR,PROPOSAL_REVIEWER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F006-B|F006-C,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F006-B,F006,B,Ei prostab ta onumodon kora dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,PROPOSAL_AUTHOR,PROPOSAL_REVIEWER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F006-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F006-C,F006,C,Ei prostab ta onumodon kora dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,PROPOSAL_AUTHOR,PROPOSAL_REVIEWER,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,AGE,F006-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F007-A,F007,A,Bari pouchhanor por ekbar janale bhalo hoy.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F007-B|F007-C,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F007-B,F007,B,Bari pouchhanor por ekbar janale bhalo hoy.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F007-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F007-C,F007,C,Bari pouchhanor por ekbar janale bhalo hoy.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F007-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F008-A,F008,A,Ghorer kaj e ektu shahajjo dorkar.,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F008-B|F008-C,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F008-B,F008,B,Ghorer kaj e ektu shahajjo dorkar.,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F008-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F008-C,F008,C,Ghorer kaj e ektu shahajjo dorkar.,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F008-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F009-A,F009,A,Oshudh ta rate khete hobe.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F009-B|F009-C,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F009-B,F009,B,Oshudh ta rate khete hobe.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F009-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F009-C,F009,C,Oshudh ta rate khete hobe.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F009-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F010-A,F010,A,Kal campus e dekha kora jabe?,UNCLEAR,FRIENDSHIP,INVITATION,UNIVERSITY_PEER,UNIVERSITY_PEER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F010-B|F010-C,,,,ANSWERABLE,,,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F010-B,F010,B,Kal campus e dekha kora jabe?,UNCLEAR,FRIENDSHIP,INVITATION,UNIVERSITY_PEER,UNIVERSITY_PEER,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F010-A,,,,ANSWERABLE,,,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F010-C,F010,C,Kal campus e dekha kora jabe?,UNCLEAR,FRIENDSHIP,INVITATION,UNIVERSITY_PEER,UNIVERSITY_PEER,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F010-A,,,,ANSWERABLE,,,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F011-A,F011,A,Ekta chhoto shahajjo dorkar chilo.,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F011-B|F011-C,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F011-B,F011,B,Ekta chhoto shahajjo dorkar chilo.,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F011-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F011-C,F011,C,Ekta chhoto shahajjo dorkar chilo.,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,EQUAL,OLDER,HIGH,INFORMAL,AGE,F011-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F012-A,F012,A,Ei thikanay jawar rasta ta jante chachchilam.,UNCLEAR,SERVICE_PUBLIC,QUESTION,PERSON_SEEKING_DIRECTIONS,PUBLIC_CONTACT,EQUAL,SIMILAR,LOW,INFORMAL,NONE,F012-B|F012-C,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F012-B,F012,B,Ei thikanay jawar rasta ta jante chachchilam.,UNCLEAR,SERVICE_PUBLIC,QUESTION,PERSON_SEEKING_DIRECTIONS,PUBLIC_CONTACT,HIGHER,SIMILAR,LOW,INFORMAL,AUTHORITY,F012-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F012-C,F012,C,Ei thikanay jawar rasta ta jante chachchilam.,UNCLEAR,SERVICE_PUBLIC,QUESTION,PERSON_SEEKING_DIRECTIONS,PUBLIC_CONTACT,EQUAL,SIMILAR,LOW,FORMAL,SETTING,F012-A,,,,ANSWERABLE,,,0.000,NONE,NONE,AI_CANDIDATE_REVISED,REWRITTEN,DEVELOPMENT,PILOT-AUTHORING-V0.1
F013-A,F013,A,Appointment er shomoy ta confirm kora dorkar.,UNCLEAR,SERVICE_PUBLIC,FOLLOW_UP,SERVICE_USER,SERVICE_CONTACT,EQUAL,SIMILAR,HIGH,SEMI_FORMAL,NONE,F013-B|F013-C,,,,ANSWERABLE,,,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F013-B,F013,B,Appointment er shomoy ta confirm kora dorkar.,UNCLEAR,SERVICE_PUBLIC,FOLLOW_UP,SERVICE_USER,SERVICE_CONTACT,EQUAL,OLDER,HIGH,SEMI_FORMAL,AGE,F013-A,,,,ANSWERABLE,,,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F013-C,F013,C,Appointment er shomoy ta confirm kora dorkar.,UNCLEAR,SERVICE_PUBLIC,FOLLOW_UP,SERVICE_USER,SERVICE_CONTACT,EQUAL,SIMILAR,LOW,SEMI_FORMAL,FAMILIARITY,F013-A,,,,ANSWERABLE,,,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F014-A,F014,A,Group e post korar niyom ta ektu clear kora jabe?,UNCLEAR,ONLINE,QUESTION,ONLINE_GROUP_MEMBER,ONLINE_GROUP_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F014-B|F014-C,,,,ANSWERABLE,,,0.300,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F014-B,F014,B,Group e post korar niyom ta ektu clear kora jabe?,UNCLEAR,ONLINE,QUESTION,ONLINE_GROUP_MEMBER,ONLINE_GROUP_MEMBER,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F014-A,,,,ANSWERABLE,,,0.300,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F014-C,F014,C,Group e post korar niyom ta ektu clear kora jabe?,UNCLEAR,ONLINE,QUESTION,ONLINE_GROUP_MEMBER,ONLINE_GROUP_MEMBER,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F014-A,,,,ANSWERABLE,,,0.300,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F015-A,F015,A,Ei tothyer source ta share kora jabe?,UNCLEAR,ONLINE,REQUEST,ONLINE_COMMUNITY_MEMBER,ONLINE_COMMUNITY_MEMBER,EQUAL,SIMILAR,MEDIUM,INFORMAL,NONE,F015-B|F015-C,,,,ANSWERABLE,,,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F015-B,F015,B,Ei tothyer source ta share kora jabe?,UNCLEAR,ONLINE,REQUEST,ONLINE_COMMUNITY_MEMBER,ONLINE_COMMUNITY_MEMBER,EQUAL,OLDER,MEDIUM,INFORMAL,AGE,F015-A,,,,ANSWERABLE,,,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
F015-C,F015,C,Ei tothyer source ta share kora jabe?,UNCLEAR,ONLINE,REQUEST,ONLINE_COMMUNITY_MEMBER,ONLINE_COMMUNITY_MEMBER,EQUAL,SIMILAR,MEDIUM,FORMAL,SETTING,F015-A,,,,ANSWERABLE,,,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,PILOT-AUTHORING-V0.1
